V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11
0 1 0 0.71 0.545 0.175 1.907 0.8725 0.4565 0.475 4
1 0 0 0.56 0.415 0.13 0.7615 0.3695 0.17 0.1955 3
0 1 0 0.645 0.525 0.19 1.8085 0.7035 0.3885 0.395 7
1 0 0 0.685 0.545 0.205 1.7925 0.8145 0.416 0.461 3
1 0 0 0.55 0.46 0.13 0.7085 0.305 0.1455 0.205 4
0 1 0 0.625 0.485 0.15 1.0945 0.531 0.261 0.296 4
0 0 1 0.55 0.435 0.165 0.804 0.34 0.194 0.244 3
0 1 0 0.585 0.465 0.145 0.9855 0.4325 0.2145 0.2845 4
0 1 0 0.5 0.4 0.125 0.5765 0.2395 0.126 0.185 4
1 0 0 0.58 0.44 0.16 0.8295 0.3365 0.2005 0.2485 3
0 0 1 0.45 0.36 0.125 0.45 0.191 0.0865 0.145 4
0 0 1 0.4 0.265 0.1 0.2775 0.1245 0.0605 0.08 3
1 0 0 0.71 0.565 0.205 2.198 1.012 0.5225 0.5475 4
0 1 0 0.425 0.325 0.135 0.382 0.1465 0.079 0.14 4
1 0 0 0.725 0.565 0.215 1.891 0.6975 0.4725 0.58 6
1 0 0 0.525 0.435 0.155 1.065 0.486 0.233 0.285 3
0 0 1 0.235 0.175 0.04 0.0705 0.0335 0.015 0.02 2
1 0 0 0.6 0.475 0.19 1.0875 0.403 0.2655 0.325 5
1 0 0 0.545 0.45 0.15 0.978 0.3365 0.1905 0.3 4
1 0 0 0.475 0.37 0.125 0.655 0.266 0.1725 0.185 4
0 1 0 0.54 0.44 0.16 1.0905 0.391 0.2295 0.355 5
0 1 0 0.48 0.365 0.135 0.6395 0.2945 0.113 0.175 3
1 0 0 0.48 0.38 0.135 0.528 0.2 0.1395 0.16 5
0 1 0 0.5 0.375 0.14 0.604 0.242 0.1415 0.179 5
1 0 0 0.63 0.485 0.155 1.278 0.637 0.275 0.31 3
0 0 1 0.455 0.355 0.08 0.452 0.2165 0.0995 0.125 3
1 0 0 0.7 0.555 0.2 1.858 0.73 0.3665 0.595 4
0 1 0 0.53 0.44 0.135 0.7835 0.313 0.1715 0.2185 3
1 0 0 0.655 0.52 0.165 1.4095 0.586 0.291 0.405 3
1 0 0 0.63 0.49 0.155 1.229 0.535 0.29 0.335 4
0 0 1 0.385 0.28 0.1 0.2755 0.1305 0.061 0.0725 3
1 0 0 0.58 0.445 0.135 0.814 0.3775 0.1915 0.22 3
0 1 0 0.58 0.425 0.15 0.844 0.3645 0.185 0.2705 3
0 0 1 0.54 0.43 0.17 0.836 0.3725 0.1815 0.24 3
1 0 0 0.49 0.385 0.125 0.649 0.32 0.124 0.1695 3
0 1 0 0.465 0.35 0.11 0.4085 0.165 0.102 0.131 3
0 1 0 0.625 0.5 0.175 1.273 0.564 0.302 0.374 3
1 0 0 0.57 0.415 0.13 0.88 0.4275 0.1955 0.238 5
1 0 0 0.575 0.445 0.17 1.0225 0.549 0.2175 0.228 3
0 1 0 0.405 0.305 0.095 0.3485 0.1455 0.0895 0.1 3
0 0 1 0.28 0.21 0.075 0.1195 0.053 0.0265 0.03 2
0 0 1 0.555 0.425 0.13 0.648 0.2835 0.133 0.2105 3
0 0 1 0.53 0.395 0.125 0.6235 0.2975 0.108 0.195 4
1 0 0 0.415 0.315 0.12 0.4015 0.199 0.087 0.097 3
0 0 1 0.305 0.22 0.07 0.141 0.062 0.031 0.037 2
0 1 0 0.645 0.525 0.19 1.4635 0.6615 0.3435 0.435 7
1 0 0 0.485 0.4 0.135 0.663 0.313 0.137 0.2 4
0 1 0 0.66 0.53 0.17 1.326 0.519 0.2625 0.44 5
1 0 0 0.67 0.525 0.18 1.4915 0.728 0.343 0.381 3
0 0 1 0.5 0.385 0.155 0.762 0.3795 0.161 0.19 5
0 0 1 0.355 0.27 0.075 0.204 0.3045 0.046 0.0595 3
1 0 0 0.59 0.465 0.135 0.9895 0.4235 0.199 0.28 3
0 0 1 0.49 0.38 0.12 0.529 0.2165 0.139 0.155 4
0 1 0 0.55 0.425 0.14 0.952 0.4895 0.1945 0.2185 3
1 0 0 0.485 0.385 0.105 0.556 0.296 0.104 0.133 3
0 1 0 0.68 0.55 0.175 1.473 0.713 0.282 0.4295 4
0 0 1 0.635 0.48 0.2 1.3655 0.6255 0.2595 0.425 6
1 0 0 0.5 0.41 0.15 0.662 0.2815 0.137 0.22 4
1 0 0 0.425 0.305 0.11 0.359 0.173 0.0875 0.0975 3
0 1 0 0.49 0.39 0.135 0.59 0.215 0.125 0.1845 4
1 0 0 0.55 0.46 0.175 0.869 0.3155 0.1825 0.32 4
0 1 0 0.52 0.425 0.165 0.9885 0.396 0.225 0.32 6
0 1 0 0.59 0.46 0.145 0.9905 0.453 0.2205 0.275 3
0 0 1 0.48 0.37 0.125 0.5435 0.244 0.101 0.165 3
0 1 0 0.495 0.375 0.15 0.597 0.2615 0.135 0.178 4
0 1 0 0.59 0.455 0.155 1.066 0.382 0.2275 0.415 7
0 0 1 0.455 0.36 0.115 0.457 0.2085 0.0855 0.147 4
0 1 0 0.545 0.435 0.15 0.6855 0.2905 0.145 0.225 4
0 0 1 0.48 0.37 0.12 0.536 0.251 0.114 0.15 3
1 0 0 0.62 0.5 0.2 1.221 0.4605 0.263 0.43 4
0 1 0 0.645 0.49 0.16 1.1665 0.4935 0.3155 0.299 3
1 0 0 0.64 0.505 0.155 1.1955 0.5565 0.211 0.346 4
1 0 0 0.62 0.495 0.175 1.806 0.643 0.3285 0.725 6
1 0 0 0.39 0.3 0.09 0.3055 0.143 0.0645 0.085 3
0 0 1 0.3 0.215 0.05 0.1185 0.048 0.0225 0.042 2
1 0 0 0.475 0.37 0.125 0.5095 0.2165 0.1125 0.165 3
0 1 0 0.63 0.475 0.155 1.0005 0.452 0.252 0.265 4
0 0 1 0.405 0.3 0.12 0.324 0.1265 0.07 0.11 3
0 1 0 0.63 0.48 0.16 1.199 0.5265 0.335 0.315 4
0 1 0 0.575 0.46 0.165 1.065 0.4985 0.2145 0.2815 3
0 1 0 0.525 0.4 0.115 0.6295 0.2555 0.144 0.18 4
0 0 1 0.385 0.28 0.125 0.244 0.102 0.038 0.085 2
0 1 0 0.625 0.485 0.175 1.362 0.6765 0.2615 0.3705 4
1 0 0 0.555 0.45 0.175 0.874 0.3275 0.202 0.305 4
0 1 0 0.65 0.525 0.175 1.4225 0.61 0.2995 0.445 7
0 1 0 0.67 0.54 0.195 1.619 0.74 0.3305 0.465 4
0 1 0 0.705 0.53 0.17 1.564 0.612 0.394 0.44 4
0 1 0 0.545 0.425 0.125 0.768 0.294 0.1495 0.26 6
0 1 0 0.65 0.525 0.165 1.238 0.647 0.2485 0.3005 3
0 1 0 0.63 0.5 0.175 1.1105 0.467 0.268 0.329 4
0 1 0 0.735 0.565 0.205 2.1275 0.949 0.46 0.565 4
0 0 1 0.37 0.275 0.08 0.2325 0.093 0.056 0.072 2
1 0 0 0.425 0.325 0.095 0.3785 0.1705 0.08 0.1 3
0 0 1 0.33 0.265 0.085 0.196 0.0775 0.0305 0.0445 2
0 0 1 0.2 0.145 0.025 0.0345 0.011 0.0075 0.01 2
0 0 1 0.275 0.195 0.07 0.0875 0.0345 0.022 0.0255 2
0 0 1 0.405 0.305 0.105 0.3625 0.1565 0.0705 0.125 4
1 0 0 0.66 0.545 0.185 1.32 0.5305 0.2635 0.455 6
0 1 0 0.565 0.445 0.125 0.8305 0.3135 0.1785 0.23 4
0 0 1 0.445 0.335 0.11 0.411 0.1985 0.0935 0.109 3
1 0 0 0.665 0.505 0.16 1.289 0.6145 0.253 0.3665 4
0 1 0 0.565 0.44 0.155 0.9395 0.4275 0.214 0.27 4
0 1 0 0.65 0.495 0.175 1.227 0.528 0.258 0.37 4
0 0 1 0.545 0.435 0.135 0.7715 0.372 0.148 0.227 3
0 1 0 0.345 0.26 0.09 0.207 0.0775 0.0435 0.0765 4
1 0 0 0.66 0.485 0.155 1.2275 0.61 0.274 0.3 3
1 0 0 0.56 0.41 0.165 0.93 0.3505 0.237 0.3 5
0 0 1 0.15 0.1 0.025 0.015 0.0045 0.004 0.005 1
0 1 0 0.67 0.585 0.16 1.309 0.5445 0.2945 0.413 4
1 0 0 0.595 0.455 0.155 1.041 0.416 0.2105 0.365 5
0 0 1 0.24 0.18 0.055 0.0555 0.0235 0.013 0.018 2
0 0 1 0.13 0.1 0.03 0.013 0.0045 0.003 0.004 1
1 0 0 0.45 0.35 0.1 0.3675 0.1465 0.1015 0.12 4
1 0 0 0.51 0.405 0.125 0.6925 0.327 0.155 0.1805 3
1 0 0 0.59 0.46 0.14 1.004 0.496 0.2165 0.26 3
1 0 0 0.565 0.44 0.185 0.909 0.344 0.2325 0.255 5
1 0 0 0.53 0.415 0.12 0.706 0.3355 0.1635 0.1345 3
0 1 0 0.605 0.49 0.15 1.1345 0.5265 0.2645 0.295 3
0 0 1 0.36 0.27 0.09 0.219 0.097 0.0405 0.065 2
0 1 0 0.625 0.49 0.11 1.136 0.5265 0.1915 0.2925 3
1 0 0 0.59 0.485 0.12 0.911 0.39 0.182 0.29 6
0 1 0 0.57 0.445 0.15 0.995 0.504 0.185 0.2505 3
0 0 1 0.46 0.355 0.11 0.436 0.1975 0.096 0.125 3
0 0 1 0.41 0.32 0.095 0.2905 0.141 0.063 0.073 2
0 1 0 0.54 0.44 0.135 0.959 0.2385 0.221 0.3 6
1 0 0 0.575 0.45 0.185 0.925 0.342 0.197 0.35 4
0 1 0 0.45 0.365 0.115 0.5885 0.318 0.121 0.1325 3
0 1 0 0.595 0.45 0.165 1.081 0.49 0.2525 0.279 4
1 0 0 0.55 0.385 0.13 0.7275 0.343 0.1625 0.19 3
0 0 1 0.37 0.29 0.1 0.25 0.1025 0.0505 0.085 4
0 1 0 0.49 0.355 0.16 0.8795 0.3485 0.215 0.2825 3
1 0 0 0.49 0.395 0.135 0.5545 0.213 0.0925 0.215 5
1 0 0 0.65 0.525 0.185 1.622 0.6645 0.3225 0.477 4
0 0 1 0.285 0.225 0.07 0.1005 0.0425 0.0185 0.035 3
1 0 0 0.6 0.495 0.175 1.29 0.606 0.276 0.3445 4
0 1 0 0.51 0.39 0.105 0.612 0.187 0.15 0.195 5
0 1 0 0.43 0.335 0.12 0.444 0.155 0.1145 0.14 5
1 0 0 0.77 0.62 0.195 2.5155 1.1155 0.6415 0.642 4
0 0 1 0.45 0.35 0.13 0.547 0.245 0.1405 0.1405 3
0 1 0 0.635 0.535 0.19 1.242 0.576 0.2475 0.39 5
0 1 0 0.515 0.415 0.13 0.764 0.276 0.196 0.25 5
1 0 0 0.385 0.3 0.095 0.24 0.0885 0.059 0.085 3
0 0 1 0.415 0.31 0.09 0.2815 0.1245 0.0615 0.085 2
1 0 0 0.48 0.375 0.145 0.777 0.216 0.13 0.17 3
0 0 1 0.41 0.3 0.09 0.304 0.129 0.071 0.0955 3
